order_id,delivery_status,actual_ship_days,scheduled_ship_days,shipping_mode
25496,Advance shipping,2,4,Standard Class
25495,Late delivery,6,4,Standard Class
25493,Late delivery,2,1,First Class
25491,Late delivery,2,1,First Class
25489,Late delivery,2,1,First Class
25488,Late delivery,2,1,First Class
25480,Late delivery,6,4,Standard Class
25476,Late delivery,2,1,First Class
25471,Shipping on time,2,2,Second Class
25467,Advance shipping,3,4,Standard Class
25464,Late delivery,5,4,Standard Class
25463,Shipping on time,4,4,Standard Class
25460,Late delivery,6,2,Second Class
25456,Advance shipping,2,4,Standard Class
25453,Shipping on time,4,4,Standard Class
25448,Shipping on time,4,4,Standard Class
25447,Advance shipping,3,4,Standard Class
25443,Shipping canceled,4,4,Standard Class
25442,Advance shipping,3,4,Standard Class
25440,Late delivery,6,4,Standard Class
25439,Late delivery,5,4,Standard Class
25439,Late delivery,5,4,Standard Class
25437,Advance shipping,3,4,Standard Class
25428,Shipping on time,0,0,Same Day
25422,Advance shipping,3,4,Standard Class
25421,Advance shipping,2,4,Standard Class
25419,Late delivery,5,4,Standard Class
25417,Advance shipping,3,4,Standard Class
25411,Advance shipping,2,4,Standard Class
25409,Late delivery,5,2,Second Class
25401,Advance shipping,2,4,Standard Class
25401,Advance shipping,2,4,Standard Class
25398,Shipping on time,4,4,Standard Class
25390,Late delivery,6,4,Standard Class
25388,Late delivery,4,2,Second Class
25386,Advance shipping,2,4,Standard Class
25376,Advance shipping,2,4,Standard Class
25375,Late delivery,6,4,Standard Class
25373,Shipping on time,4,4,Standard Class
25369,Late delivery,2,1,First Class
25369,Late delivery,2,1,First Class
25367,Late delivery,2,1,First Class
25364,Late delivery,5,4,Standard Class
25363,Late delivery,2,1,First Class
25358,Late delivery,4,2,Second Class
25343,Late delivery,2,1,First Class
25337,Late delivery,1,0,Same Day
25337,Late delivery,1,0,Same Day
25333,Late delivery,2,1,First Class
25327,Late delivery,3,2,Second Class
25327,Late delivery,3,2,Second Class
25324,Late delivery,1,0,Same Day
25315,Late delivery,6,4,Standard Class
25313,Shipping on time,4,4,Standard Class
25312,Advance shipping,3,4,Standard Class
25301,Advance shipping,2,4,Standard Class
25300,Late delivery,6,4,Standard Class
25294,Late delivery,5,4,Standard Class
25292,Advance shipping,3,4,Standard Class
25286,Late delivery,2,1,First Class
25284,Shipping on time,0,0,Same Day
25282,Shipping on time,0,0,Same Day
25269,Late delivery,2,1,First Class
25261,Advance shipping,2,4,Standard Class
25237,Advance shipping,3,4,Standard Class
25233,Late delivery,2,1,First Class
25231,Advance shipping,2,4,Standard Class
25222,Advance shipping,3,4,Standard Class
25218,Shipping on time,4,4,Standard Class
25215,Late delivery,6,4,Standard Class
25211,Advance shipping,2,4,Standard Class
25211,Advance shipping,2,4,Standard Class
25211,Advance shipping,2,4,Standard Class
25205,Late delivery,6,4,Standard Class
25205,Late delivery,6,4,Standard Class
25198,Shipping on time,4,4,Standard Class
25197,Late delivery,3,2,Second Class
25190,Late delivery,6,4,Standard Class
25186,Advance shipping,2,4,Standard Class
25185,Late delivery,2,1,First Class
25184,Late delivery,2,1,First Class
25184,Late delivery,2,1,First Class
25183,Late delivery,2,1,First Class
25178,Late delivery,4,2,Second Class
25173,Late delivery,4,2,Second Class
25171,Shipping on time,2,2,Second Class
25164,Late delivery,5,4,Standard Class
25164,Late delivery,5,4,Standard Class
25159,Late delivery,2,1,First Class
25159,Late delivery,2,1,First Class
25158,Late delivery,4,2,Second Class
25152,Advance shipping,3,4,Standard Class
25139,Late delivery,5,4,Standard Class
25139,Late delivery,5,4,Standard Class
25135,Late delivery,6,4,Standard Class
25125,Late delivery,6,4,Standard Class
25118,Late delivery,2,1,First Class
25117,Late delivery,2,1,First Class
25115,Late delivery,2,1,First Class
25113,Late delivery,2,1,First Class
25113,Late delivery,2,1,First Class
25111,Late delivery,2,1,First Class
25110,Late delivery,2,1,First Class
25107,Advance shipping,3,4,Standard Class
25107,Advance shipping,3,4,Standard Class
25107,Advance shipping,3,4,Standard Class
25107,Advance shipping,3,4,Standard Class
25105,Late delivery,6,2,Second Class
25103,Late delivery,4,2,Second Class
25099,Late delivery,5,4,Standard Class
25095,Late delivery,6,4,Standard Class
25092,Advance shipping,3,4,Standard Class
25092,Advance shipping,3,4,Standard Class
25089,Late delivery,5,4,Standard Class
25083,Shipping on time,4,4,Standard Class
25074,Late delivery,5,4,Standard Class
25072,Advance shipping,3,4,Standard Class
25071,Advance shipping,2,4,Standard Class
25069,Late delivery,5,4,Standard Class
25066,Advance shipping,2,4,Standard Class
25061,Advance shipping,2,4,Standard Class
25060,Late delivery,6,4,Standard Class
25059,Late delivery,5,4,Standard Class
25048,Shipping on time,4,4,Standard Class
25046,Advance shipping,2,4,Standard Class
25039,Late delivery,5,4,Standard Class
25025,Shipping canceled,6,4,Standard Class
25023,Shipping on time,4,4,Standard Class
25023,Shipping on time,4,4,Standard Class
25020,Late delivery,6,4,Standard Class
25016,Advance shipping,2,4,Standard Class
25011,Shipping on time,2,2,Second Class
25009,Late delivery,5,4,Standard Class
25009,Late delivery,5,4,Standard Class
25007,Advance shipping,3,4,Standard Class
25002,Advance shipping,3,4,Standard Class
24992,Advance shipping,3,4,Standard Class
24992,Advance shipping,3,4,Standard Class
24992,Advance shipping,3,4,Standard Class
24991,Advance shipping,2,4,Standard Class
24979,Shipping canceled,2,1,First Class
24974,Late delivery,2,1,First Class
24971,Advance shipping,2,4,Standard Class
24970,Late delivery,6,4,Standard Class
24968,Shipping on time,4,4,Standard Class
24967,Advance shipping,3,4,Standard Class
24962,Advance shipping,3,4,Standard Class
24959,Late delivery,5,2,Second Class
24943,Shipping on time,4,4,Standard Class
24938,Shipping on time,4,4,Standard Class
24937,Advance shipping,3,4,Standard Class
24935,Late delivery,6,2,Second Class
24931,Late delivery,2,1,First Class
24931,Late delivery,2,1,First Class
24930,Late delivery,6,2,Second Class
24927,Late delivery,2,1,First Class
24926,Late delivery,2,1,First Class
24926,Late delivery,2,1,First Class
24925,Late delivery,2,1,First Class
24918,Shipping on time,4,4,Standard Class
24907,Advance shipping,3,4,Standard Class
24905,Late delivery,6,4,Standard Class
24902,Advance shipping,3,4,Standard Class
24900,Late delivery,6,4,Standard Class
24898,Late delivery,4,2,Second Class
24897,Late delivery,3,2,Second Class
24895,Late delivery,6,2,Second Class
24892,Late delivery,2,1,First Class
24889,Late delivery,5,2,Second Class
24884,Late delivery,5,4,Standard Class
24884,Late delivery,5,4,Standard Class
24881,Advance shipping,2,4,Standard Class
24881,Advance shipping,2,4,Standard Class
24878,Shipping on time,4,4,Standard Class
24876,Advance shipping,2,4,Standard Class
24864,Late delivery,5,2,Second Class
24861,Advance shipping,2,4,Standard Class
24861,Advance shipping,2,4,Standard Class
24855,Late delivery,6,4,Standard Class
24843,Shipping on time,4,4,Standard Class
24840,Late delivery,6,4,Standard Class
24837,Late delivery,3,2,Second Class
24836,Shipping on time,2,2,Second Class
24832,Late delivery,2,1,First Class
24831,Shipping on time,2,2,Second Class
24829,Late delivery,5,2,Second Class
24827,Advance shipping,3,4,Standard Class
24821,Shipping on time,2,2,Second Class
24819,Late delivery,5,4,Standard Class
24819,Late delivery,5,4,Standard Class
24818,Shipping on time,4,4,Standard Class
24817,Advance shipping,3,4,Standard Class
24815,Late delivery,6,4,Standard Class
24809,Late delivery,5,4,Standard Class
24793,Shipping on time,4,4,Standard Class
24790,Late delivery,2,1,First Class
24789,Late delivery,2,1,First Class
24786,Advance shipping,2,4,Standard Class
24785,Late delivery,6,2,Second Class
24784,Late delivery,2,1,First Class
24782,Late delivery,2,1,First Class
24779,Late delivery,5,2,Second Class
24775,Late delivery,6,4,Standard Class
24772,Advance shipping,3,4,Standard Class
24768,Shipping on time,4,4,Standard Class
24768,Shipping on time,4,4,Standard Class
24767,Advance shipping,3,4,Standard Class
24765,Late delivery,6,4,Standard Class
24762,Late delivery,3,2,Second Class
24759,Late delivery,2,1,First Class
24756,Shipping on time,0,0,Same Day
24738,Shipping on time,0,0,Same Day
24735,Late delivery,6,4,Standard Class
24734,Late delivery,5,4,Standard Class
24731,Advance shipping,2,4,Standard Class
24731,Advance shipping,2,4,Standard Class
24727,Late delivery,3,2,Second Class
24726,Advance shipping,2,4,Standard Class
24722,Late delivery,3,2,Second Class
24720,Late delivery,6,4,Standard Class
24718,Shipping on time,4,4,Standard Class
24718,Shipping on time,4,4,Standard Class
24716,Advance shipping,2,4,Standard Class
24715,Late delivery,6,2,Second Class
24709,Late delivery,5,4,Standard Class
24709,Late delivery,5,4,Standard Class
24706,Shipping on time,2,2,Second Class
24700,Late delivery,6,4,Standard Class
24697,Advance shipping,3,4,Standard Class
24695,Late delivery,6,2,Second Class
24693,Late delivery,2,1,First Class
24689,Late delivery,5,4,Standard Class
24689,Late delivery,5,4,Standard Class
24683,Late delivery,2,1,First Class
24681,Advance shipping,2,4,Standard Class
24680,Late delivery,6,4,Standard Class
24675,Late delivery,6,4,Standard Class
24668,Shipping on time,4,4,Standard Class
24667,Advance shipping,3,4,Standard Class
24660,Late delivery,6,4,Standard Class
24660,Late delivery,6,4,Standard Class
24651,Advance shipping,2,4,Standard Class
24648,Shipping on time,4,4,Standard Class
24646,Advance shipping,2,4,Standard Class
24637,Shipping canceled,3,2,Second Class
24634,Late delivery,5,2,Second Class
24632,Advance shipping,3,4,Standard Class
24631,Advance shipping,2,4,Standard Class
24628,Shipping on time,4,4,Standard Class
24624,Late delivery,2,1,First Class
24612,Advance shipping,3,4,Standard Class
24607,Late delivery,2,1,First Class
24607,Late delivery,2,1,First Class
24598,Late delivery,2,1,First Class
24596,Advance shipping,2,4,Standard Class
24592,Advance shipping,3,4,Standard Class
24589,Late delivery,5,4,Standard Class
24585,Late delivery,6,4,Standard Class
24585,Late delivery,6,4,Standard Class
24581,Advance shipping,2,4,Standard Class
24580,Late delivery,6,4,Standard Class
24580,Late delivery,6,4,Standard Class
24577,Advance shipping,3,4,Standard Class
24576,Advance shipping,2,4,Standard Class
24572,Late delivery,3,2,Second Class
24568,Shipping canceled,4,2,Second Class
24567,Late delivery,3,2,Second Class
24561,Late delivery,2,1,First Class
24558,Shipping on time,4,4,Standard Class
24555,Late delivery,6,4,Standard Class
24554,Late delivery,5,4,Standard Class
24553,Shipping on time,4,4,Standard Class
24551,Advance shipping,2,4,Standard Class
24547,Late delivery,3,2,Second Class
24546,Shipping on time,2,2,Second Class
24546,Shipping on time,2,2,Second Class
24543,Late delivery,4,2,Second Class
24536,Advance shipping,2,4,Standard Class
24535,Late delivery,6,4,Standard Class
24534,Late delivery,5,4,Standard Class
24532,Late delivery,3,2,Second Class
24531,Shipping on time,2,2,Second Class
24529,Late delivery,2,1,First Class
24526,Advance shipping,2,4,Standard Class
24525,Late delivery,6,4,Standard Class
24525,Late delivery,6,4,Standard Class
24519,Late delivery,5,4,Standard Class
24518,Late delivery,1,0,Same Day
24507,Advance shipping,3,4,Standard Class
24503,Shipping on time,4,4,Standard Class
24503,Shipping on time,4,4,Standard Class
24501,Advance shipping,2,4,Standard Class
24499,Late delivery,5,4,Standard Class
24498,Shipping on time,4,4,Standard Class
24494,Late delivery,5,4,Standard Class
24494,Late delivery,5,4,Standard Class
24493,Shipping canceled,4,4,Standard Class
24485,Late delivery,6,4,Standard Class
24483,Shipping on time,4,4,Standard Class
24481,Advance shipping,2,4,Standard Class
24476,Advance shipping,2,4,Standard Class
24476,Advance shipping,2,4,Standard Class
24475,Late delivery,6,4,Standard Class
24473,Shipping on time,4,4,Standard Class
24469,Late delivery,5,4,Standard Class
24462,Advance shipping,3,4,Standard Class
24461,Shipping canceled,2,4,Standard Class
24461,Shipping canceled,2,4,Standard Class
24460,Late delivery,2,1,First Class
24457,Advance shipping,3,4,Standard Class
24457,Advance shipping,3,4,Standard Class
24456,Advance shipping,2,4,Standard Class
24452,Advance shipping,3,4,Standard Class
24449,Late delivery,5,4,Standard Class
24447,Late delivery,3,2,Second Class
24446,Shipping on time,2,2,Second Class
24445,Late delivery,6,2,Second Class
24442,Late delivery,3,2,Second Class
24442,Late delivery,3,2,Second Class
24441,Shipping on time,2,2,Second Class
24438,Shipping on time,4,4,Standard Class
24438,Shipping on time,4,4,Standard Class
24436,Late delivery,2,1,First Class
24435,Late delivery,6,4,Standard Class
24435,Late delivery,6,4,Standard Class
24425,Late delivery,6,4,Standard Class
24421,Advance shipping,2,4,Standard Class
24418,Shipping canceled,4,4,Standard Class
24416,Advance shipping,2,4,Standard Class
24415,Late delivery,6,4,Standard Class
24403,Shipping on time,4,4,Standard Class
24400,Late delivery,6,2,Second Class
24396,Shipping on time,2,2,Second Class
24394,Late delivery,5,4,Standard Class
24393,Shipping on time,4,4,Standard Class
24390,Late delivery,6,2,Second Class
24390,Late delivery,6,2,Second Class
24384,Late delivery,1,0,Same Day
24382,Advance shipping,3,4,Standard Class
24375,Late delivery,6,4,Standard Class
24366,Late delivery,2,1,First Class
24365,Late delivery,2,1,First Class
24365,Late delivery,2,1,First Class
24363,Late delivery,2,1,First Class
24363,Late delivery,2,1,First Class
24356,Advance shipping,2,4,Standard Class
24355,Late delivery,6,4,Standard Class
24346,Advance shipping,2,4,Standard Class
24346,Advance shipping,2,4,Standard Class
24325,Late delivery,6,2,Second Class
24324,Late delivery,2,1,First Class
24313,Shipping on time,4,4,Standard Class
24310,Late delivery,6,4,Standard Class
24303,Late delivery,2,1,First Class
24302,Late delivery,2,1,First Class
24301,Late delivery,2,1,First Class
24300,Late delivery,2,1,First Class
24288,Shipping on time,4,4,Standard Class
24287,Advance shipping,3,4,Standard Class
24284,Late delivery,5,4,Standard Class
24283,Shipping on time,4,4,Standard Class
24281,Shipping on time,2,2,Second Class
24279,Late delivery,5,4,Standard Class
24272,Advance shipping,3,4,Standard Class
24271,Advance shipping,2,4,Standard Class
24271,Advance shipping,2,4,Standard Class
24268,Shipping on time,4,4,Standard Class
24236,Late delivery,2,1,First Class
24223,Shipping on time,4,4,Standard Class
24222,Advance shipping,3,4,Standard Class
24219,Late delivery,2,1,First Class
24218,Late delivery,2,1,First Class
24211,Advance shipping,2,4,Standard Class
24209,Late delivery,5,4,Standard Class
24206,Advance shipping,2,4,Standard Class
24206,Advance shipping,2,4,Standard Class
24205,Late delivery,6,4,Standard Class
24198,Late delivery,2,1,First Class
24197,Late delivery,2,1,First Class
24196,Late delivery,2,1,First Class
24194,Late delivery,2,1,First Class
24192,Advance shipping,3,4,Standard Class
24192,Advance shipping,3,4,Standard Class
24189,Late delivery,5,4,Standard Class
24187,Late delivery,3,2,Second Class
24183,Shipping on time,4,4,Standard Class
24178,Shipping on time,4,4,Standard Class
24178,Shipping on time,4,4,Standard Class
24173,Shipping on time,4,4,Standard Class
24169,Late delivery,5,4,Standard Class
24166,Advance shipping,2,4,Standard Class
24164,Late delivery,5,4,Standard Class
24162,Advance shipping,3,4,Standard Class
24161,Advance shipping,2,4,Standard Class
24161,Advance shipping,2,4,Standard Class
24158,Late delivery,4,2,Second Class
24157,Late delivery,3,2,Second Class
24156,Shipping on time,2,2,Second Class
24154,Late delivery,1,0,Same Day
24154,Late delivery,1,0,Same Day
24153,Late delivery,1,0,Same Day
24150,Late delivery,1,0,Same Day
24145,Shipping canceled,6,4,Standard Class
24142,Shipping canceled,2,1,First Class
24140,Shipping on time,0,0,Same Day
24136,Shipping on time,0,0,Same Day
24136,Shipping on time,0,0,Same Day
24133,Shipping on time,0,0,Same Day
24127,Advance shipping,3,4,Standard Class
24126,Advance shipping,2,4,Standard Class
24126,Advance shipping,2,4,Standard Class
24120,Late delivery,6,4,Standard Class
24118,Shipping on time,4,4,Standard Class
24113,Late delivery,4,2,Second Class
24109,Late delivery,5,4,Standard Class
24106,Shipping on time,2,2,Second Class
24105,Late delivery,6,2,Second Class
24103,Late delivery,2,1,First Class
24100,Late delivery,6,4,Standard Class
24091,Advance shipping,2,4,Standard Class
24089,Late delivery,5,4,Standard Class
24089,Late delivery,5,4,Standard Class
24087,Advance shipping,3,4,Standard Class
24081,Advance shipping,2,4,Standard Class
24080,Late delivery,6,2,Second Class
24077,Shipping canceled,3,4,Standard Class
24077,Shipping canceled,3,4,Standard Class
24075,Late delivery,6,2,Second Class
24071,Shipping on time,0,0,Same Day
24069,Late delivery,5,4,Standard Class
24067,Advance shipping,3,4,Standard Class
24063,Shipping on time,4,4,Standard Class
24062,Advance shipping,3,4,Standard Class
24052,Advance shipping,3,4,Standard Class
24047,Shipping on time,0,0,Same Day
24047,Shipping on time,0,0,Same Day
24043,Shipping on time,4,4,Standard Class
24035,Late delivery,6,4,Standard Class
24024,Late delivery,5,4,Standard Class
24017,Advance shipping,3,4,Standard Class
24012,Late delivery,3,2,Second Class
24007,Shipping on time,0,0,Same Day
24001,Shipping on time,0,0,Same Day
23998,Late delivery,4,2,Second Class
23997,Late delivery,2,1,First Class
23995,Late delivery,6,2,Second Class
23992,Advance shipping,3,4,Standard Class
23992,Advance shipping,3,4,Standard Class
23981,Shipping on time,2,2,Second Class
23976,Advance shipping,2,4,Standard Class
23975,Late delivery,6,2,Second Class
23975,Late delivery,6,2,Second Class
23973,Shipping on time,4,4,Standard Class
23973,Shipping on time,4,4,Standard Class
23972,Advance shipping,3,4,Standard Class
23968,Shipping on time,4,4,Standard Class
23965,Late delivery,6,4,Standard Class
23965,Late delivery,6,4,Standard Class
23964,Late delivery,5,2,Second Class
23961,Shipping on time,2,2,Second Class
23957,Late delivery,2,1,First Class
23956,Late delivery,1,0,Same Day
23955,Late delivery,1,0,Same Day
23948,Shipping on time,4,4,Standard Class
23946,Advance shipping,2,4,Standard Class
23946,Advance shipping,2,4,Standard Class
23944,Late delivery,5,4,Standard Class
23940,Late delivery,6,4,Standard Class
23938,Shipping on time,4,4,Standard Class
23935,Shipping on time,0,0,Same Day
23935,Shipping on time,0,0,Same Day
23931,Advance shipping,2,4,Standard Class
23928,Shipping on time,0,0,Same Day
23927,Shipping on time,0,0,Same Day
23926,Shipping on time,0,0,Same Day
23923,Shipping on time,4,4,Standard Class
23921,Shipping on time,2,2,Second Class
23921,Shipping on time,2,2,Second Class
23915,Late delivery,2,1,First Class
23904,Late delivery,5,2,Second Class
23898,Shipping on time,4,4,Standard Class
23897,Advance shipping,3,4,Standard Class
23897,Advance shipping,3,4,Standard Class
23890,Late delivery,6,4,Standard Class
23886,Advance shipping,2,4,Standard Class
23886,Advance shipping,2,4,Standard Class
23883,Shipping canceled,2,1,First Class
23881,Advance shipping,2,4,Standard Class
23878,Shipping on time,4,4,Standard Class
23872,Advance shipping,3,4,Standard Class
23871,Advance shipping,2,4,Standard Class
23868,Late delivery,4,2,Second Class
23866,Advance shipping,2,4,Standard Class
23866,Advance shipping,2,4,Standard Class
23865,Late delivery,6,4,Standard Class
23864,Late delivery,5,2,Second Class
23864,Late delivery,5,2,Second Class
23861,Late delivery,2,1,First Class
23859,Late delivery,2,1,First Class
23852,Late delivery,3,2,Second Class
23851,Advance shipping,2,4,Standard Class
23848,Shipping on time,4,4,Standard Class
23847,Advance shipping,3,4,Standard Class
23847,Advance shipping,3,4,Standard Class
23844,Late delivery,5,2,Second Class
23841,Late delivery,2,1,First Class
23840,Late delivery,6,4,Standard Class
23839,Late delivery,5,4,Standard Class
23838,Late delivery,4,2,Second Class
23837,Late delivery,3,2,Second Class
23834,Late delivery,5,2,Second Class
23824,Late delivery,5,4,Standard Class
23823,Shipping on time,4,4,Standard Class
23822,Advance shipping,3,4,Standard Class
23821,Advance shipping,2,4,Standard Class
23820,Late delivery,6,4,Standard Class
23818,Shipping on time,4,4,Standard Class
23810,Late delivery,6,4,Standard Class
23791,Shipping on time,0,0,Same Day
23781,Advance shipping,2,4,Standard Class
23780,Late delivery,2,1,First Class
23780,Late delivery,2,1,First Class
23771,Late delivery,1,0,Same Day
23748,Shipping on time,4,4,Standard Class
23744,Shipping canceled,2,1,First Class
23739,Late delivery,5,4,Standard Class
23738,Shipping on time,4,4,Standard Class
23731,Shipping canceled,2,4,Standard Class
23731,Shipping canceled,2,4,Standard Class
23727,Late delivery,3,2,Second Class
23724,Late delivery,5,4,Standard Class
23719,Late delivery,5,4,Standard Class
23716,Shipping on time,2,2,Second Class
23716,Shipping on time,2,2,Second Class
23714,Late delivery,5,2,Second Class
23712,Advance shipping,3,4,Standard Class
23708,Shipping on time,4,4,Standard Class
23705,Late delivery,6,4,Standard Class
23700,Late delivery,6,4,Standard Class
23698,Shipping on time,4,4,Standard Class
23694,Late delivery,5,4,Standard Class
23691,Late delivery,2,1,First Class
23688,Shipping on time,4,4,Standard Class
23685,Late delivery,6,2,Second Class
23681,Advance shipping,2,4,Standard Class
23679,Late delivery,5,2,Second Class
23668,Late delivery,4,2,Second Class
23663,Shipping on time,4,4,Standard Class
23658,Late delivery,2,1,First Class
23658,Late delivery,2,1,First Class
23657,Late delivery,2,1,First Class
23649,Late delivery,5,4,Standard Class
23643,Shipping on time,4,4,Standard Class
23639,Late delivery,5,4,Standard Class
23636,Shipping on time,2,2,Second Class
23629,Late delivery,5,4,Standard Class
23626,Shipping canceled,2,4,Standard Class
23625,Late delivery,6,4,Standard Class
23623,Late delivery,4,2,Second Class
23621,Late delivery,2,1,First Class
23619,Late delivery,5,4,Standard Class
23615,Late delivery,6,4,Standard Class
23608,Late delivery,4,2,Second Class
23606,Late delivery,1,0,Same Day
23598,Late delivery,4,2,Second Class
23588,Shipping on time,4,4,Standard Class
23580,Late delivery,6,2,Second Class
23575,Late delivery,6,4,Standard Class
23574,Late delivery,5,2,Second Class
23574,Late delivery,5,2,Second Class
23573,Shipping on time,4,4,Standard Class
23573,Shipping on time,4,4,Standard Class
23572,Advance shipping,3,4,Standard Class
23568,Late delivery,4,2,Second Class
23562,Advance shipping,3,4,Standard Class
23562,Advance shipping,3,4,Standard Class
23557,Advance shipping,3,4,Standard Class
23557,Advance shipping,3,4,Standard Class
23554,Late delivery,2,1,First Class
23546,Advance shipping,2,4,Standard Class
23546,Advance shipping,2,4,Standard Class
23544,Shipping canceled,5,4,Standard Class
23540,Late delivery,6,4,Standard Class
23540,Late delivery,6,4,Standard Class
23525,Late delivery,6,4,Standard Class
23525,Late delivery,6,4,Standard Class
23512,Advance shipping,3,4,Standard Class
23512,Advance shipping,3,4,Standard Class
23508,Shipping on time,0,0,Same Day
23506,Shipping on time,0,0,Same Day
23506,Shipping on time,0,0,Same Day
23502,Advance shipping,3,4,Standard Class
23497,Advance shipping,3,4,Standard Class
23496,Advance shipping,2,4,Standard Class
23495,Late delivery,6,4,Standard Class
23493,Shipping on time,4,4,Standard Class
23492,Advance shipping,3,4,Standard Class
23486,Advance shipping,2,4,Standard Class
23484,Late delivery,5,4,Standard Class
23477,Advance shipping,3,4,Standard Class
23477,Advance shipping,3,4,Standard Class
23466,Advance shipping,2,4,Standard Class
23465,Late delivery,6,4,Standard Class
23459,Late delivery,5,4,Standard Class
23458,Shipping on time,4,4,Standard Class
23452,Advance shipping,3,4,Standard Class
23446,Advance shipping,2,4,Standard Class
23445,Late delivery,6,4,Standard Class
23442,Late delivery,2,1,First Class
23439,Late delivery,2,1,First Class
23436,Late delivery,2,1,First Class
23433,Late delivery,2,1,First Class
23428,Late delivery,1,0,Same Day
23423,Shipping on time,4,4,Standard Class
23415,Shipping canceled,6,4,Standard Class
23412,Advance shipping,3,4,Standard Class
23412,Advance shipping,3,4,Standard Class
23410,Late delivery,6,4,Standard Class
23406,Shipping canceled,2,4,Standard Class
23402,Late delivery,3,2,Second Class
23397,Late delivery,1,0,Same Day
23391,Late delivery,2,1,First Class
23389,Late delivery,5,4,Standard Class
23388,Shipping on time,4,4,Standard Class
23385,Late delivery,6,4,Standard Class
23384,Late delivery,5,4,Standard Class
23379,Late delivery,5,4,Standard Class
23376,Shipping on time,2,2,Second Class
23373,Shipping on time,4,4,Standard Class
23362,Late delivery,3,2,Second Class
23361,Shipping on time,2,2,Second Class
23354,Late delivery,2,1,First Class
23354,Late delivery,2,1,First Class
23346,Advance shipping,2,4,Standard Class
23346,Advance shipping,2,4,Standard Class
23340,Shipping canceled,1,0,Same Day
23338,Late delivery,4,2,Second Class
23338,Late delivery,4,2,Second Class
23332,Late delivery,3,2,Second Class
23327,Late delivery,3,2,Second Class
23325,Late delivery,6,2,Second Class
23324,Late delivery,5,2,Second Class
23320,Late delivery,2,1,First Class
23317,Late delivery,2,1,First Class
23315,Late delivery,2,1,First Class
23314,Late delivery,2,1,First Class
23312,Late delivery,2,1,First Class
23311,Advance shipping,2,4,Standard Class
23306,Advance shipping,2,4,Standard Class
23303,Shipping on time,4,4,Standard Class
23302,Shipping canceled,3,4,Standard Class
23300,Late delivery,6,4,Standard Class
23299,Late delivery,5,4,Standard Class
23288,Shipping on time,4,4,Standard Class
23288,Shipping on time,4,4,Standard Class
23287,Advance shipping,3,4,Standard Class
23280,Late delivery,6,4,Standard Class
23277,Advance shipping,3,4,Standard Class
23271,Advance shipping,2,4,Standard Class
23267,Advance shipping,3,4,Standard Class
23260,Late delivery,1,0,Same Day
23259,Late delivery,5,4,Standard Class
23259,Late delivery,5,4,Standard Class
23253,Shipping on time,4,4,Standard Class
23244,Late delivery,5,4,Standard Class
23234,Late delivery,2,1,First Class
23232,Advance shipping,3,4,Standard Class
23229,Late delivery,5,4,Standard Class
23226,Shipping on time,2,2,Second Class
23219,Late delivery,5,2,Second Class
23208,Shipping on time,4,4,Standard Class
23204,Late delivery,5,4,Standard Class
23202,Advance shipping,3,4,Standard Class
23202,Advance shipping,3,4,Standard Class
23189,Late delivery,5,4,Standard Class
23188,Shipping on time,4,4,Standard Class
23186,Late delivery,2,1,First Class
23185,Late delivery,6,4,Standard Class
23184,Late delivery,5,4,Standard Class
23183,Shipping on time,4,4,Standard Class
23181,Advance shipping,2,4,Standard Class
23173,Shipping on time,4,4,Standard Class
23161,Late delivery,2,1,First Class
23158,Late delivery,2,1,First Class
23155,Late delivery,6,4,Standard Class
23154,Late delivery,5,4,Standard Class
23150,Late delivery,6,2,Second Class
23134,Late delivery,5,2,Second Class
23132,Late delivery,3,2,Second Class
23128,Shipping on time,4,4,Standard Class
23123,Shipping on time,4,4,Standard Class
23119,Late delivery,5,2,Second Class
23111,Late delivery,2,1,First Class
23109,Late delivery,2,1,First Class
23107,Late delivery,3,2,Second Class
23106,Shipping on time,2,2,Second Class
23100,Late delivery,6,4,Standard Class
23099,Late delivery,5,4,Standard Class
23092,Advance shipping,3,4,Standard Class
23086,Advance shipping,2,4,Standard Class
23085,Late delivery,6,4,Standard Class
23081,Shipping on time,2,2,Second Class
23080,Late delivery,6,2,Second Class
23073,Late delivery,2,1,First Class
23067,Late delivery,3,2,Second Class
23059,Late delivery,5,2,Second Class
23052,Advance shipping,3,4,Standard Class
23042,Late delivery,3,2,Second Class
23042,Late delivery,3,2,Second Class
23040,Shipping on time,0,0,Same Day
23039,Shipping on time,0,0,Same Day
23036,Shipping on time,0,0,Same Day
23035,Shipping canceled,0,0,Same Day
23035,Shipping canceled,0,0,Same Day
23032,Shipping on time,0,0,Same Day
23031,Shipping on time,0,0,Same Day
23028,Shipping on time,4,4,Standard Class
23025,Late delivery,6,4,Standard Class
23011,Advance shipping,2,4,Standard Class
23010,Late delivery,6,4,Standard Class
23008,Shipping on time,4,4,Standard Class
23007,Advance shipping,3,4,Standard Class
23007,Advance shipping,3,4,Standard Class
23003,Late delivery,4,2,Second Class
23002,Advance shipping,3,4,Standard Class
23001,Advance shipping,2,4,Standard Class
23001,Advance shipping,2,4,Standard Class
22998,Shipping on time,4,4,Standard Class
22998,Shipping on time,4,4,Standard Class
22994,Late delivery,5,4,Standard Class
22989,Late delivery,5,4,Standard Class
22988,Shipping on time,4,4,Standard Class
22988,Shipping on time,4,4,Standard Class
22978,Late delivery,2,1,First Class
22976,Late delivery,2,1,First Class
